videoId,title,description,published_at,channel,thumbnail_url,transcripts,generated_by_youtube,original_lang,views,comments,likes
posted on the social media sites also
and the work is going on take a look at
New Delhi station right now New Delhi
station reaching New Delhi station in
the current Transportation sector is
always a big task right so how do we
create
facilities Transportation facilities
where people are quickly able to come to
the station and quickly able to go out
one two there are when station gets
developed lots of commercial
opportunities come how do we develop
those commercial opportunities so that
people get a stay people get a
commercial space which is absolutely
close to a major Transportation Hub
those are the parts of the master plan
is also talking very passionately about
getting the private sectors into running
some of the railways having some of
these trains operated by private
operators or offering them and that
again is a plan which doesn't seem to
have made much Headway see Railway has a
big social obligation
social obligation Railway today
transports 800 crore passengers every
year and gives a subsidy of about 59 000
crore rupees
food Transportation food grain
transportation is subsidized fertilizer
transportation is subsidized there are
at least 70 odd Commodities which are
subsidized
it's a large social obligation which
Railways is meeting right so then there
has been a change
if you have to ask a question you have
to listen to the answer also under those
social obligations it is it is very
important that we balance maintain a
balance and Railways is a strategic
sector where government has taken a
clear decision that Railway will not be
privatized one of the things which was
said by the Modi government itself when
Suresh prabhuji was Railway Minister was
that he and this is in 2016 that by 2023
which is now the first bullet train
would start running between Mumbai and
Ahmedabad to some extent there were
issues with land acquisition the
government itself which was a hostile
government your government didn't help
now you're talking about 2027 is that a
firm commitment or do you think this is
again an idea which is taking much more
time than originally anticipated to
fructify I will actually invite you to
go and see the site the construction is
happening at such a torrid Pace such a
fast pace already 140 kilometers of
pillars have been cast almost 28
kilometers of girders have been laid all
the eight Rivers the bridges are they've
reached a deck level all the 13 stations
the work is going on yes in the
Maharashtra section till Mr thakre was
the chief minister he never gave any
permissions never gave any clearances as
soon as shindesab took the
responsibilities shindesab and Devendra
immediately gave the permissions and now
the work will start in Maharashtra
section also I wouldn't take any name of
any other country but there are
countries which have taken 15 to 18
years to design the high-speed Railway
it's a very complex
see driving a car at 100 kmph is a
difficult thing controlling it this is a
train which will run at 320 kilometers
per hour
designing that kind of complex system
making sure that it is in tune with the
climate with the soil characteristics
with our
um way of movement everything it takes
two three years and there were two years
which were lost in Corona now the pace
is going on at very good speed and today
we are in a position where we have
understood and absorbed the technology
and we can take up many more high-speed
corridors in future so even if the
government is able to get the Mumbai
Ahmedabad high speed or bullet train
ready by 2027 I want you to share with
people sitting here your larger plan do
you see space because this is taken so
long from 2014 13 years to get the first
bullet train going when it's up and
running
do you see space in India for the
development of high-speed Railways in
the way that China has done a lot of
people say it costs too much money it's
not the best way to be spending our
resources will this be a one-off
showcase project or can this be an
example which you replicate in other
parts
just go a bit deeper into transport
economics and urban economics right
when a High-Speed Rail Project comes
what does it do
high speed rail is not merely a
transportation project
take the case of the first shinkansen
from Tokyo Nagoya Kobe Kyoto Osaka
these six large economic zones they
become one economic zone one super large
economic zone same is the case from
Mumbai Thane wapi Surat Baroda Ahmedabad
all these six cities will become one
single economic zone because of
High-Speed Rail That's The Power of a
high-speed rail system and no wonder
wherever countries have done high speed
rail those cities and those areas those
regions have got significant economic
growth because of this you intend to go
there are many more corridors which are
being identified they will be good
corridors India has huge potential India
has about a quite a large number of
cities which are million plus so
connecting such cities will be the
target you want to double down on
absolutely there will be more high-speed
corridors we have absorbed the
technology we have understood the
construction methods we have understood
how complex it is to design it and now
we can take take more projects given the
political constraints which function
which impact the functioning of the
railways what are you doing to improve
the operational efficiency of the
railways you currently we have an
operating ratio of 98.22 how are you
hoping to make the railways more
efficiently run given that one hand is
tied because of politics and because of
welfarism consumerism Public Welfare I
mean you can call it whatever you want
but what's your plan see the social
obligation will remain if we take out
the cost of social obligation Railways
operating efficiency would be I mean the
operating ratio as we call would be
something like 75 percent right so that
25 percent is basically the social
obligation cost that will be there we
are committed towards our social
obligation we leave it over there
Minister thank you for joining us thank
you and it's an absolute pleasure to
have you with us at the India Today
business today budget Roundtable thank
you sir thank you so much
[Applause]
foreign
[Music]
[Music]
most roads of eskandarin in Haiti
Province are now flooded in the
aftermath of the sixth Feb earthquake
99 members of the Indian army are
operating a rescue operation in the city
this hospital where Indians are treating
rescued patients has been operational
for more than 24 hours she's a leader
she's a 20 year old school school going
child she was brought to us when she was
evacuated from the rubble of a building
and it was told that she was there for
around more than 72 hours in the trouble
when she had come to us she was
hypovolemic that she was dehydrated her
bp was not stable and we suspected
multiple fractures so a team of doctors
in which I was also there we stabilized
the patient was my colleagues of the
anesthesia team the civilization first
then we investigated further and now the
patient is stable
six-year-old nasreen was rescued after
three days along with her mother her
brothers are still missing
look at that big smile on her face I
mean she was buried in the debris for
for close to three days and still she's
smiling with me is a major Bina tiwari
and the anesthetist Doctor Who been
treating her uh Dr what can you tell us
about Young Nursery
was brought to us by the rescue team
today at 1000 hours and she was like she
was not stable there was Crush injury on
her left foot and she was seen by our
anesthetics and her orthopedicians who
are there with us she was taken care of
very well now presently she is stable
more than 350 kilometers from eskinderon
in Cappadocia an Indian businessman has
opened the doors of his restaurants for
Quake victims deependra has been in
Turkey for more than a decade now
at this hour of natural Calamity he too
is doing his bit
coin
or
um
India has been one of the first
countries to send its rescue teams to
Turkey as soon as it was shocked by the
massive Tremors on Monday standing
shoulder to shoulder with other
International rescue teams Indians are
now working hard to rebuild this
traumatized land
from Turkey Bureau report India today
[Music]
foreign
[Music]
[Music]
foreign
[Music]
ER along with his son and daughter were
rescued from under the rubble by the
white helmet Rescue Team nearly a day
after they were trapped in the debris
[Music]
[Music]
another family is pulled out of the
debris by the white helmet team while
the crowd cheered
white helmet was the first responder in
the rebel held Enclave of Syria as soon
as the earthquake struck on 6th of Feb
[Music]
is
the situation is really really tough we
are feeling pain and we have been
appealing for it since the first stars
of this earthquake I swear we don't
intend to use those tools except to save
whoever can be saved to be honest we
reach a person who died some 15 minutes
or half an hour ago we really blame
ourselves saying if we have exerted more
effort or if we had more equipment in
our disposal we would have pulled out
this person alive from under the rubble
the white helmets are officially known
as Syria's civil defense
formed during the Syrian Civil War of
2014 this volunteer organization
operates an opposition-controlled Syria
and turkey
they are known for the rescue and
evacuation work and they Proclaim
themselves as neutral in the Syrian
conflict
but they are not on the best terms with
Syrian president Bashar Assad
foreign funding to White helmets stopped
in 2018 and since then they have
struggled
when the disaster struck Syria and
turkey they were out with their limited
resources on their toes digging through
Rubble for signs of life and that's how
they found the mother in her dying
minutes giving birth trapped in debris
of collapsed buildings
there are many stories and this is one
of them she was a pregnant woman in her
last trimester and unfortunately she was
one of the victims of this earthquake
she wasn't a rubble and civil defense
managed to reach her
and she
[Music]
[Applause]
[Music]
manic sarkaro manik Saha
[Music]
fish better
[Music]
hello and welcome friends to elections
on my plate where we start this big
election year here in agartala as
tripura prepares to go for the polls
we cannot ask any questions
[Music]
for 20 rupees you get two Puris and
sabzi
like much of the Northeast tripura's
politics too is complex and often
turbulent five years ago the BJP
dramatically came to par here defeating
the mighty cpim which had ruled the
state for decades since then much has
changed the BJP now is the powerful
incumbent the cpim has tied up with its
once Arch IV the Congress and there is a
new tribal Alliance that has emerged
which is demanding greater autonomy if
not statehood all of this points to a
fascinating election ahead what's going
to happen let's find out join me on
elections on my plate
[Applause]
[Music]
thank you
it's a relatively cool morning best way
out is
perfect how is everybody
how are you very well what is going to
happen in the elections
but uh foreign
foreign
[Music]
[Music]
how are you how is everybody ah
foreign
how are you fine as as development
happened or not in last five years I was
the development Hospital
foreign
foreign
[Music]
foreign
[Laughter]
[Laughter]
um from here to there and back okay
ready
[Music]
I don't like me
well done very good thank you
[Music]
ah nice small fish cable Tesco
down you cannot come to agartala and not
visit the fish market early in the
morning because Legend has it that you
get a sweeter fish here from across
Bangladesh from the river Padma then you
will even get in Kolkata is that true
either better fish better
foreign
[Music]
y'all come in foreign
[Music]
foreign
should they be given one more chance
[Applause]
thank you
[Music]
okay now when you come to a state for
the first time as I have to tripura and
you want to get an understanding both of
a local cuisine as well as local
politics then you need the best of local
journalists I'm going to try some of the
Puri sabzi in a moment
this is going to be my political
breakfast to get a sense of what's
happening in tripura
thank you
ah here is my my local Guardians in a
way devraj Dev Indian Express
from India Today Northeast thank you
very much for doing this pleasure uh
looks like this is a place that people
often come to right yeah it's a very
popular eat out here it's called
and it's a very popular place lots of
people throwing it on the most of the
weekdays and today is a Saturday and the
students you can still see that there
are a lot of people waiting the queue
hello let me just go for a moment to
check why why the Puri sabzis
20 rupees very good yeah how cheap I
should start I think I should move to
agartala
for 20 rupees you get two Puris and
sabzi not bad not a bad place to live
agartala
[Music]
okay we're going to talk politics and
food debride why don't you start
how do you see this election in tripura
is it
a game-changing election bjp's main
issue of the last five years have been
you know development and uh you know
it's uh implementation of central
government policy the host of this clue
of this policy that is implementing here
you know say drinking water projects
development and infrastructure and all
these things so it's basically going to
the election again on development issue
so BJP is saying compare our five years
with the left 25 years exactly exactly
so over these uh last uh 25 years of
consecutive left rule the bgp's main
allegation was under development
corruption hooliganism all the political
violence what for you is different about
this election to past elections in
tripura what is so different this time
the different I would say of course
is the the promises the party which
emerged in the uh Politics as a king
make I would say so are you saying that
the left vote has not been hit it's just
that the Congress vote Bank shifted on
Mars to the BJP well see all parties
vote based more or less shifted but
certainly yeah bjp's swell was mainly
due to the Congress shift but BJP is now
claiming that it had he did have a
organic growth in last five years it is
yet to be seen how much it actually
happened basically this election is
divided on two points I would like to
say in BJP side is development and
opposition's perspective is basically
whether people will be able to come out
and vote freely or not but what is the
status what is the big issue you think
is it this political violence is it this
demand for a separate state or greater
autonomy for the tribal areas is it
development as the BJP understands it is
it that you have an alliance this time
between the left and the Congress which
for the longest time are enemies is it
an Unholy Alliance just to keep the BJP
out well I think it's a little bit of
all of these you see uh Congress and the
CPI and Congress have been the only
rival partisan tripura all this time BJP
never had a real prisons actually before
2018. in in that major political kind of
sense so yeah Congress and the
Communists have been at you know
loggerheads all this time and suddenly
you see before the elections these two
parties come together and three plus
election 2023 will be something like
nobody's ever seen before why I'm saying
this because particularly because the
nomination submission processes over
scrutin was over withdrawal process is
over and even then neither the ruling
side nor the opposition side could
actually figure out which party is going
with how many seats and perhaps this is
where you know uh comes in because
basically saying that he wants to change
the culture of politics in tripura he
has been saying triple has had a lot of
violence it has been having you know a
hooliganism political murders and all
these things so he basically says his
whole issue has been tansa which is uh
unity in the cockpit of dialect record
is the lingua Franca of most of three
plus 19 tribal communities and he's also
been saying a change of political
culture and the main issue of product I
mean the diploma of the party is greater
deeper land which is the proposed state
for people of tripura he says
tribals but also means people of so
basically Prado is trying to Garner the
support of non-tribals as well here okay
one other interesting point Mamta
Banerjee uh you know there was a lot of
talk over the last 10 years she's going
to Target tripura she's attempted it not
quite worked no where is Didi in the
last three collections did a very good
result they came out at 16.39 vote share
but suddenly after that they focused on
guwah they go started focusing on
Manipur
you know wonderful so politics is
undergoing an evolution and so is food
that's why we call the show elections on
my plate thank you very much for giving
me a quick thank you understanding of
your wonderful State and uh for your
hospitality and I'm gonna hit the road
in a moment once I've finished my alud
dom
too good for 20 rupees where will you
get this I'm going to have another one
[Music]
yes
now one of the issues bubbling under the
surface here in tripura like many other
parts of the country is joblessness
tripura is one of the highest
unemployment rates in the country which
is why when under a supreme court
directive 10
323 government School teachers were
retrenched alleging faulty recruitment
process the BJP government that followed
immediately promised them jobs five
years later the teachers haven't got
their jobs and their agitation has
become a major talking point in this
election season let's meet them
school education department
Humanity
foreign
as a teacher how do you feel today
very depressed
with two children
and to run the family is very difficult
and I feel that I have done my work I
have done my best in the school okay I
have given my best I love my students
students love me after that without
whose fault due to whose well did we
have lost our job I don't know
see lots of professions are there in the
society everybody can choose any any
profession but so for teacher is
concerned teachers are the backbone of
the society everyone except this so once
you became a teacher whenever you are
walking in a road or students call us
sir parents call us sir so that is the
Dignity of this teaching profession once
you lose this dignity see you can earn
money from any sector but you can earn
the respect from any sector very very
strong words and I think they will Echo
very strongly I thank you all for
speaking to me as you can see these are
the real issues that in a way are
bubbling under the surface and perhaps
won't even get addressed by yet another
high voltage election campaign who will
speak up and answer what these teachers
are asking for their job's back come
with you
okay you heard the angry voices of the
agitating teachers what's the bjp's
response let's find out
how are you
I just met the teachers 10 000 323
teachers claimed that they have lost
their jobs and you all had promised in
2018 you will give their jobs back you
have not they say this is a Joomla how
do you respond will you what happened
foreign
[Music]
foreign
Congress Mamta banerjee's party did
reasonably well in a Civic poll in
tripura in 2021 winning a sizable vote
share but tripura has traditionally been
a bridge too far for Didi's Party 10
2023 be any different let's go and meet
the party's campaign in charge who's
promising us not just food for thought
but also for the summer its elections on
my plate
[Applause]
[Music]
time for some Elish we'll stop
oh getting hungry
walking stairs good for help
[Applause]
[Music]
hello Madam how are you is my tripura
lunch promised
absolutely as promised how are you very
well good to see you in your Den
sushmita Dev had promised me that when I
come to agartala she will give me the
best tripura absolutely but there's
English there's English yeah there is
mutton made in only green chili there's
a regular Dal and our famous Aloo bhaja
and this is katila fish which I wanted
you to try okay let's go attack we call
it attack you attack the food
come on I'll serve you you first you're
my guest I'm a guest okay no no go ahead
that's the rice that's all yeah
politician you're like Mom your leader
leader austere leader as I said lots of
food what a little politics what's
happening with your party
or not or is it only to get five percent
of the vote and thereby strengthen your
claims to be a national party well
that's what our critics are trying to
sell that narrative but I think the
counter narrative is will the left and
Congress tie up actually translate into
a board shift I mean you saw what
happened in Bengal because it's too much
of history there
so you know
so you are trying to you are trying to
capture the anti-bjp vote right you got
about what 16 percent not bad in the
Civic polls last year yeah so you're
looking to be not a vote katwa but yeah
are you a vote not at all in a democracy
everybody has the right to contest an
election
and look to increase their vote share
but you know what's important Rajiv in
the Municipal elections we couldn't step
out we our own candidates couldn't vote
for themselves
so the people who got to the booth the
BJP thought of BJP voters but they voted
for us that's how we got the 167. you're
saying the BJP was not allowing non-bjp
voters to come out yes so whatever they
thought they allowed thinking is our
voters going on they are the people who
gave us votes in the Municipal elections
do you really think that we could
possibly have a hung assembly tripura
has never had one in a very long time I
don't recall when it's usually been
either a left sweep or a last time BJP
do you see it changing this time if you
look at the past few elections
generally people of tripura don't divide
their votes but I think in this election
it's an Unholy Alliance of the left and
the Congress uh China Moon is a new
Option but I have to admit that in some
seats our organization is not very
strong so I think people of tripura may
give us a hung assemblies what I think
this is my assessment I spent one and a
half years here people don't want the
BJP that's for sure people don't want
the BJP why because they've been
disastrous who's your main enemy BJP
absolutely BJP not the left not the lab
BJP is our primary enemy here because
they are the incumbent government we
came to the state to fight the BJP and
oust them
and we came at a time when Congress was
in a state of disarray you know that
many things developed after that yes I
admit that you know one thing I want to
say politics apart thank you very much
for this wonderful meal I just love the
fish the meat is nice and spicy and uh
what more can I ask for so thank you
very much for giving me a flavor you're
always welcome of tripura that's the
advantage of Elections on my plate you
can travel this wonderful country and
get a sense of the diversity of its food
even the English in agartala tastes
different to that in Kolkata
enjoy plenty more on the show
[Music]
okay after a good lunch we've hit the
streets again here in agartala where we
are seeing a site that has perhaps not
been seen in tripura before Congress and
left Flags together
the two parties were Arch enemies for
decades accusing each other amongst
other things of political murders now
they've come together like they did in
Bengal the cpim Congress Alliance picked
work in Bengal can it work here in
kripura let's find out
came together in Bengal also left and
Congress it did not work it did not work
but it is here it is a very tough day
actually this could be a fascist
government should be thrown out from the
state that's why we are so you have come
here just to remove the BJP
okay
foreign
foreign
[Applause]
tripura has been nothing short of
spectacular the party won just 1.5
percent of the vote in 2013 By 2018 it
had gone up to 44 and it came to power
for the first time but the last five
years have not been easy for the BJP as
the party has been driven by factional
fights at the top that eventually
resulted in Chief Minister biplopdev
having to step down in May last year
amid some acrimony his replacement a
dentist Dr manik Saha once with the
Congress is now the bjp's face in this
election can he arrest the
anti-incumbency factor we are here in
his home constituency of town
foreign
office but not getting any support
either from the Communist Partners or
from his own party so I think that as
far as the chief Minister's constituency
goes we all know that there is no
contest however democracy demands that
we go to the doorstep of every voter and
humbly seek Their Blessings irrespective
of what a huge wave of support we see
for the chief minister and his
constituency Professor director Manisha
welcome
whatever
thank you very much for speaking to us
Mr chief minister how confident are you
of winning tripura this time
I'm very much confident uh because
because of the hard work
so what's the main issue in this
election according to you issue is only
development development development what
the people wanted we have already have
given that development by the blessings
of our prime minister Narendra Modi ji
and above all the here the loin order
situation is very good and that we have
maintained so one question will come if
all was so good why did you need to
change the chief minister after four
years biplap day was removed and you
were brought in less than a year ago
before the election that sends out the
message that there was anti-incumbency
against your government that's why the
chief minister was changed that is
another issue you know in our party in
other uh the state also you have seen
the same thing had happened so it is our
party policy and party once that he
should be there or she should be there
so accordingly they make it and they do
it and in that I think a manner I have
been given that opportunity is the party
United
completely United there is no problem
when I read all the old articles
Wikipedia everyone says till 2016 you
were with the Congress are you saying
that you never had anything to do with
them I was not uh I was not the member
of the Congress you attended their
meetings that I have attended because I
we needed because I was indeed
combination so we have we needed some
platform and that time the Congress was
the very good platform and people also
trusted them but you have seen they have
already have deceived the peoples of
tripura so we ultimately we ought to
change our ideology to BJP post 2nd of
March will we see you back as chief
minister you are smiling the moment I
said that are you confident that you
will be I'm confident how many seats are
you out of 60. you always say above 50
above 50.
expectation should be like that jobs is
a question providing young people jobs
that seems to be a major issue Mr chief
minister that's now I have mentioned but
by giving director this thing employment
is very difficult but we are giving the
job opportunity different types of job
opportunity we are providing one final
question you have been a career dentist
uh how does a dentist become a good
politician by smiling a lot and showing
his teeth is that the good sign you have
a perfect set of teeth so you're a good
dentist what is easier being a dentist
or being a politician politician to
become a politician is very easier than
being a dental surgeon okay our program
is called elections on my plate so if I
am in tripura and I must have one dish
what is the dish you recommend what
should I definitely not eat in tripura
sure you take my mother-in-law actually
says that the hilsha that comes to uh
tripura is sweeter than the one in
Bengal is it true it is true sweeter
fish but thank you very much for
speaking to us the chief minister of
tripura Dr maniksa good luck sir
[Music]
[Music]
foreign
[Music]
this time here in tripura but for the
longest time remember this was a left
Citadel and one person was the face of
the cpim here for two decades one of
India's longest serving Chief ministers
he's also been arguably one of the
poorest Chief ministers this country had
in terms of his income levels let's go
and meet the one and only manik sarkar
[Music]
foreign
[Music]
how are you good to see you I'm fine how
are you very well say interesting room
yeah
marks Lenin and angles
good to see you the grand old or the
grand young man of tripura Chief
Minister for 20 years but you're not
contesting this time so that is is that
your decision or is that the party's
decision honest answer
surely we are always on his new group of
leaders they should also be groomed so
that's why we shall have to
spare space provide space for them so
keeping all these things in my mind I
thought that this time I should not
contest I've always been fascinated you
are chief minister for 20 years and then
when someone saw your assets in 2018 you
had 2 420 rupees in your bank account
and I think 1 200 rupees in cash in your
wallet after 20 years of being in
politics you had 2 400 rupees in your
bank account
what did your wife say she does not say
anything against it because I am
actually eating in her hotel that has
been maintained and controlled by her so
she was the home she was the one running
the house exactly exactly exactly and
you would give all your money your
salary also I believe to the party your
monthly salary went to the party that is
your practice according to our
constitutional provision Communist party
members of course Communist Party of
India Marxist if they are elected and if
they get some money from the government
so that that is to be treated as the
money of the government and that has to
be deposited to the party party then
decides accordingly what I am getting I
am giving it to party like my other
comrades are also doing the same thing
don't think that I am alone is doing so
the Congress voter went to the BJP to
defeat the left in 2018 and today
um Manida you have tied up with the same
Congress
BJP has forced
the people of tripura to be United to
house them from the seat of power why
fascistic attack is going on because how
many words they use against the CPM they
say when you are in power there was a
gundagardi there was there was a rule
authoritarian rule they used these very
words that you're using today against
the BJP against the left are you I would
tell you at that point of time after 18
Assembly election was over and Counting
of boards there was a gap of about 20 or
25 days at that point of time like you
today
number of national
press Representatives they visited
tripura after the election was over they
met each and one of the leaders of
different political parties including
BJP leader they asked
are you satisfied was there any problem
every political party leader passed
their comment very peaceful election we
have no complaint people have exercised
their franchise fearlessly freely so if
that was not happened how bgp would come
to the government what will you tell the
Next Generation whose assets only seem
to multiply when they enter politics
they have large cars they live luxurious
lives what will you tell them
and I would like to tell them
I cannot advise them I can request them
first of all they should love the
country like mothers
the loving country means loving the
people of our country and they shall
have to work for their
better future so that they can actually
come out from the problems they have
been facing they are being faced so to
do this to get it done they shall have
to be very very honest truthful sincere
so they should not confine themselves
for their own interest manikta thank you
so much for sharing your thoughts it's
uh pretty inspirational to meet a chief
minister whose life hasn't changed even
after 20 years in power still likes his
black tea
on that note it's a
elections on my plate or chai on my
plate when we return we're going to
travel into the tribal Heartland of
tripura to find out why is that tribal
vote so critical in this election that's
tomorrow morning till then
enjoy
[Music]
oh
foreign
[Music]
thank you for giving me the chance to
address you terrorism now a global issue
the first lady position is so unusual
never in my career did I ever ever see
that love and affection in any other
country than we saw in India in 79
Pakistan has been responsible
chronically for association with
sponsorship of terrorist groups
[Music]
Ajit Kumar's upcoming project ak-62
which was earlier supposed to be held by
Vignesh Shivan will now reportedly be
directed by mager tirumeni according to
reports Ajit Kumar was not happy with
the script of ak-62 given by vigneshavan
and despite requests for change the
script did not get reworked the movie
will start at the end of March or the
first week of April meanwhile Ajit was
last seen in Tulu directed by H vinod
the film entered 200 crore Club
worldwide
currently ajita and his family are
vacationing in Portugal
[Music]
[Music]
Samantha Ruth prabhu's upcoming
mythological drama shakuntalam which was
scheduled to release on Feb 17th has now
been postponed foreign
[Applause]
statement directed by Guna shekhar
shakuntalam also features Dev Mohan
Kabir bedi and prakash Raj among others
will also be making her acting debut in
the film
foreign
[Music]
we've driven about an hour outside
agartala to enter the tribal parts of
tripura remember around 30 percent of
the state is tribal 20 of the 60 seats
are reserved for tribals and these seeds
could prove decisive last time the BJP
with its partner ipft had swept this
region now there is a new Force here led
by this man produce Barman former
Congress Chief and a member of the
Earth's wild royal family has forged an
alliance off the tribals here called the
tipramota what role will he play let's
find out
assistant
that is nice
[Music]
a demand for a great turn tipra land a
separate state or at least a greater
autonomy
tomorrow
very interesting Momos
[Music]
[Music]
everybody
[Applause]
[Music]
[Applause]
[Music]
[Applause]
[Music]
[Applause]
[Music]
okay
[Music]
we've heard a quarter of voices here
calling for a greater tipra land but
what does the leader of this movement
really want he's kindly invited us to
his Royal Palace in agartala so let's go
and find out whether produce wants to
play the role of king or King maker come
with me
away
[Music]
no shoes
I produce
In Your Den I see or your Palace the
cave this is your cave all set for the
big fight of tripura always ready for a
good fight and always ready for a
challenge and even better is that
pradeep is promising me an indigenous
food which is the classic tribal food of
tripura lots to talk about let's go sure
foreign
[Applause]
[Music]
this is a pretty special dining room
just renovated for you at Raj deep
inside there uh anyway okay great
[Music]
okay let's start with the big question
are you in this election as king maker
to be king
or simply to be a vote cutter what is
the role of the tipra motor in this
election
I don't think that in a democracy it's
good to use words like King and King
maker I think kings are made by God and
kingmakers also appointed by God I think
in this election we are basically trying
to prove a point that the indigenous
people of tripura who are actually the
original inhabitants of the land need
their rights to be restored so are you
calling for a separate state within a
state are you calling Under article two
and three of the Constitution do you
want a separate state within tripura I
have a point of view which has been
which has been over the years that we
should have a separate State under
article two and three
we are also open to an idea of a
solution a constitutional solution but
that solution has to be given to us in
writing so that we can go and show to
the people if that is enough or not one
Buzz that tripura which has never had a
hung assembly could now for the first
time have a hung assembly uh and you
could play that critical role but you
know the food is coming you want to
explain what's what yes so so this is
this is uh sticky rice that's a pita
this is a fish pita
wak Mustang is pork salad is a chicken
salad and that is chakui which is our
own Curry
I start with the bangui oh this is jhoom
rice and I have it with the you can have
it yeah yeah you can have it you should
have it everything together everything
together
foreign
[Music]
at the moment is on a Sticky Wicket
which is why produce has decided to give
me extra sticky rice
is this a make or break election for you
or you will continue with this movement
this is a make and break movement for
all of us the entire Community because
there will be delimitation in 2025-26
and then the real irony will be seen but
you are a dentist in a way and and your
and the congress party has often been
accused of of of being a party of Dennis
you are close to the gandhis and one of
the reasons why the gandhis are seen to
have lost out in the Modi Iraq is they
have perceived as Dennis the nabdar
versus kamdar so are you a kamdar or a
number
so if you see that whatever I've done I
probably was a politician till I decided
to start my party and now we're heading
a movement
uh much like you keep on seeing after
every election that you will quit
I also don't want to continue in
politics for the rest of my life I would
rather do things which are my passion
like music Sports cooking gardening very
fond of animals traveling get married
and the fact is that these are the
things which I would rather do but this
is a commitment that I've given to my
people and my community until the time I
don't take it to a logical conclusion I
cannot desert them that's why I have not
compromised till now and I don't intend
to dilute the people's aspirations I'm
being very honest about that I have
better things to do in life but this is
my commitment which I had given to my
people and also I owe it to my ancestors
in a certain way one final time I'm
going to ask you if on this very dinner
table we have amitsha and hemanta biswa
sitting with you one day and the next
day Rahul Gandhi and Priyanka Gandhi
wada whom you know well also sitting on
the same table whom will you say I'm
coming along with you if
tripura throws up a hung assembly first
of all I'll have to change the course
because everything is not vegetarian
here so if it's Amisha and uh Narendra
Bhai Modi probably it has to be a
different Cuisine altogether sure the
fact is
that deals
or negotiations are never done over a
dining table
it is done in the public knowledge and
all I want is transparency in a
negotiation with anyone whether it's a
congress the communist
or the government of India because I was
told that Amit Shah met you late night
you've been booed by other parties
everyone is saying pradeep join us and
you chose eventually to go on your own
no I chose my people you chose your
people over the political parties who
are owing you you know project you're
sounding there like a politician
philosopher which is not a bad thing to
me not a bad thing at all not a bad
thing at all and I just want to thank
you this is my first trip to tripura and
then to get a sample of the wonderful
indigenous food of the people of tripura
makes it very special so thank you will
this be the first time that tripura
could actually have some political
observers believe throw up a hung
assembly and if they do what role really
will my dinner companion play will he
stick to his promise that he's made here
that he's not going to cut a deal you
will stick like the sticky rice you'll
stick like the sticky rice lovely note
on which to end elections on my plane
from the entire team Vivek Amit alok
thanks for watching stay well stay safe
bye for now
[Music]
foreign
[Music]
[Music]
foreign
at the Grammys cardi B wore an electric
blue custom-made God of Gupta Kucher and
that image has gone viral
vivianism was the order of the day the
latest Mark Jacobs fashion show a true
Ode to the late Vivian West foot the
Marc Jacobs fashion show took place at
Park Avenue Armory the fall 2023
collection had upside down jackets Punk
gestures and was titled Heroes
the show notes had calls by Westwood
the models walked in from Pitch Darkness
to light to the tune of violence the
clothes were wacky they were alumnus to
a very large extent quite literally with
a utilitarian twist abstract
expressionism was evident with dramatic
shadowing netizens were left wondering
if a ghost appeared at the fashion
showcase but on a more serious note the
pieces were quite the statement once
inducing with a high tribute to the late
Vivian Westward the other viral moment
came from Copenhagen Fashion Week where
a model dragged a tablecloth with her
while it was mostly meant for shock
value the chalk was done it was
designers Nana and Simon Wick's
presentation of their Autumn winter 2023
collection you had Sarah Dahl who was
Simon Wick's partner who sat
unassumingly on a table that had candles
plates of food half eaten and stained
Linens
and then much to everyone's surprise she
just got up and started walking taking
all the dinner utensils with her as a
part of her dress that was actually
lifestyle Bureau
[Music]
the world is looking to India now at the
helm of G20 to energize Global
partnership in several critical areas
this reminds me of what Mahatma Gandhi
had said
I do believe
in this episode of Health 360 we're
telling you exactly what is wreaking
havoc in your bodies we're exposing
endocrine destructure
also will tell you how to go about and
ayurvedic detox should your massage be
Dosha specific
for all of this information and much
more do catch our latest episode of Hell
360. at these times only on India today
[Music]
no food no water nowhere to stay and
loved ones gone this is the story of
atayam Thank you Indian people for
helping with cameraman kripal Singh in
Turkey God of seventh for India Today
grounded in journalism on the ground
reporting only on India Today TV so
sorry
guys
[Music]
[Music]
[Applause]
foreign
[Music]
[Music]
[Applause]
[Music]
[Music]
[Applause]
shut up
[Music]
Mr G what I do want you to do since we
are at this iconic facility if you could
just tell us what's happening around us
because there's so much movement you can
just give us a rough idea how do these
55 Acres of this facility how does it
operate and how do you manage to make it
efficient and truly scale up the volumes
and increase business via this facility
yeah this is only one Factory as I told
you we have a food factory this is not
you know surprisingly so this is only
one Factory yeah in this Factory we are
producing uh refrigerator it's about 2
million sets per year only this Factory
and then uh RAC about one million sets
and then washing machine we are
practicing here almost six lakh quantity
and also TV also so this is one of the
you know the general products and sites
of LG India here so now most of them is
we are digesting in local domestic
markets
so that's why we call we say you know
India has a most most you know potential
country okay of global these are all
good things here MSG but last year's one
thing I want to understand is when you
consider LG's India business and you
compare it to markets around the world
how does it rank compared to a far more
developed markets uh no no
maybe it's really very surprising if you
heard what I'm saying is India is world
ranking number two
in their business size of LG India right
after a USA Market okay Global USA
ranking number one India ranking number
two others number three we have very big
cap uh with number three
that's why we always also have a very
proud of you know business with India
